,Unnamed: 0,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr
7915,7915,7915,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7920,7920,7920,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7925,7925,7925,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7930,7930,7930,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7935,7935,7935,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7940,7940,7940,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7945,7945,7945,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7950,7950,7950,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7955,7955,7955,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7960,7960,7960,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7965,7965,7965,agree,discuss,discuss,discuss,discuss,agree,discuss
7970,7970,7970,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7975,7975,7975,agree,discuss,discuss,unrelated,discuss,unrelated,discuss
7980,7980,7980,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7985,7985,7985,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7990,7990,7990,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7995,7995,7995,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8000,8000,8000,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8005,8005,8005,unrelated,discuss,discuss,unrelated,unrelated,unrelated,unrelated
8010,8010,8010,agree,discuss,agree,agree,agree,agree,agree
8015,8015,8015,agree,agree,discuss,discuss,discuss,agree,discuss
8020,8020,8020,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8025,8025,8025,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8030,8030,8030,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8035,8035,8035,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8040,8040,8040,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8045,8045,8045,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
8050,8050,8050,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8055,8055,8055,discuss,discuss,discuss,discuss,discuss,agree,discuss
8060,8060,8060,agree,discuss,discuss,discuss,discuss,agree,discuss
8065,8065,8065,disagree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8070,8070,8070,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8075,8075,8075,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8080,8080,8080,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8085,8085,8085,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8090,8090,8090,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8095,8095,8095,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8100,8100,8100,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8105,8105,8105,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8110,8110,8110,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8115,8115,8115,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8120,8120,8120,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8125,8125,8125,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8130,8130,8130,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8135,8135,8135,discuss,discuss,agree,agree,agree,agree,agree
8140,8140,8140,agree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8145,8145,8145,agree,discuss,discuss,discuss,discuss,agree,discuss
8150,8150,8150,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8155,8155,8155,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8160,8160,8160,disagree,discuss,agree,discuss,discuss,agree,discuss
8165,8165,8165,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8170,8170,8170,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8175,8175,8175,agree,disagree,agree,discuss,discuss,unrelated,discuss
8180,8180,8180,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8185,8185,8185,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8190,8190,8190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8195,8195,8195,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8200,8200,8200,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8205,8205,8205,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8210,8210,8210,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8215,8215,8215,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8220,8220,8220,agree,discuss,discuss,discuss,discuss,discuss,discuss
8225,8225,8225,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8230,8230,8230,discuss,agree,agree,discuss,discuss,unrelated,agree
8235,8235,8235,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8240,8240,8240,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8245,8245,8245,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8250,8250,8250,discuss,discuss,discuss,discuss,discuss,agree,discuss
8255,8255,8255,disagree,discuss,agree,unrelated,unrelated,agree,unrelated
8260,8260,8260,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8265,8265,8265,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8270,8270,8270,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8275,8275,8275,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8280,8280,8280,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8285,8285,8285,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8290,8290,8290,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8295,8295,8295,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8300,8300,8300,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8305,8305,8305,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8310,8310,8310,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8315,8315,8315,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8320,8320,8320,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8325,8325,8325,discuss,discuss,discuss,discuss,discuss,agree,discuss
8330,8330,8330,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8335,8335,8335,unrelated,unrelated,unrelated,discuss,discuss,discuss,unrelated
8340,8340,8340,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8345,8345,8345,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8350,8350,8350,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8355,8355,8355,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8360,8360,8360,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8365,8365,8365,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8370,8370,8370,discuss,agree,agree,agree,agree,unrelated,agree
8375,8375,8375,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8380,8380,8380,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8385,8385,8385,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8390,8390,8390,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8395,8395,8395,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8400,8400,8400,discuss,discuss,discuss,agree,agree,agree,agree
8405,8405,8405,discuss,unrelated,discuss,discuss,discuss,unrelated,unrelated
8410,8410,8410,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8415,8415,8415,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8420,8420,8420,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8425,8425,8425,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8430,8430,8430,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8435,8435,8435,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8440,8440,8440,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8445,8445,8445,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8450,8450,8450,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8455,8455,8455,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8460,8460,8460,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8465,8465,8465,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8470,8470,8470,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8475,8475,8475,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8480,8480,8480,discuss,discuss,discuss,discuss,discuss,agree,discuss
8485,8485,8485,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8490,8490,8490,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8495,8495,8495,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8500,8500,8500,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8505,8505,8505,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8510,8510,8510,discuss,discuss,discuss,discuss,discuss,agree,discuss
8515,8515,8515,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8520,8520,8520,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8525,8525,8525,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8530,8530,8530,discuss,discuss,agree,discuss,discuss,agree,discuss
8535,8535,8535,agree,discuss,discuss,agree,agree,agree,agree
8540,8540,8540,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8545,8545,8545,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8550,8550,8550,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8555,8555,8555,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8560,8560,8560,agree,discuss,discuss,agree,agree,agree,discuss
8565,8565,8565,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8570,8570,8570,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8575,8575,8575,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8580,8580,8580,discuss,discuss,discuss,discuss,discuss,disagree,discuss
8585,8585,8585,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8590,8590,8590,discuss,discuss,discuss,unrelated,unrelated,discuss,unrelated
8595,8595,8595,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8600,8600,8600,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8605,8605,8605,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8610,8610,8610,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8615,8615,8615,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8620,8620,8620,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8625,8625,8625,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8630,8630,8630,discuss,discuss,discuss,discuss,discuss,agree,discuss
8635,8635,8635,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8640,8640,8640,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8645,8645,8645,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8650,8650,8650,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8655,8655,8655,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8660,8660,8660,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8665,8665,8665,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8670,8670,8670,unrelated,discuss,unrelated,unrelated,unrelated,discuss,unrelated
8675,8675,8675,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8680,8680,8680,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8685,8685,8685,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8690,8690,8690,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8695,8695,8695,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8700,8700,8700,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8705,8705,8705,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8710,8710,8710,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8715,8715,8715,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8720,8720,8720,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8725,8725,8725,discuss,discuss,discuss,agree,agree,agree,agree
8730,8730,8730,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8735,8735,8735,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8740,8740,8740,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8745,8745,8745,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8750,8750,8750,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8755,8755,8755,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8760,8760,8760,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8765,8765,8765,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8770,8770,8770,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8775,8775,8775,agree,discuss,discuss,agree,agree,agree,agree
8780,8780,8780,discuss,unrelated,discuss,discuss,discuss,discuss,discuss
8785,8785,8785,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8790,8790,8790,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8795,8795,8795,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8800,8800,8800,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8805,8805,8805,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8810,8810,8810,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8815,8815,8815,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8820,8820,8820,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8825,8825,8825,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8830,8830,8830,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8835,8835,8835,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8840,8840,8840,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8845,8845,8845,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8850,8850,8850,unrelated,discuss,discuss,discuss,discuss,agree,discuss
8855,8855,8855,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8860,8860,8860,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8865,8865,8865,discuss,discuss,discuss,discuss,discuss,agree,discuss
8870,8870,8870,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8875,8875,8875,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8880,8880,8880,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8885,8885,8885,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8890,8890,8890,discuss,discuss,discuss,discuss,discuss,agree,discuss
8895,8895,8895,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8900,8900,8900,discuss,discuss,discuss,discuss,discuss,agree,discuss
8905,8905,8905,discuss,agree,discuss,discuss,discuss,discuss,discuss
8910,8910,8910,discuss,agree,discuss,discuss,discuss,agree,discuss
8915,8915,8915,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8920,8920,8920,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8925,8925,8925,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8930,8930,8930,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8935,8935,8935,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8940,8940,8940,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8945,8945,8945,discuss,discuss,discuss,discuss,discuss,agree,discuss
8950,8950,8950,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8955,8955,8955,discuss,agree,agree,agree,agree,agree,agree
8960,8960,8960,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8965,8965,8965,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8970,8970,8970,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
8975,8975,8975,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8980,8980,8980,agree,agree,agree,agree,agree,agree,agree
8985,8985,8985,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8990,8990,8990,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8995,8995,8995,disagree,agree,agree,agree,agree,agree,agree
9000,9000,9000,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
9005,9005,9005,discuss,discuss,discuss,discuss,discuss,agree,discuss
9010,9010,9010,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
9015,9015,9015,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
9020,9020,9020,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
9025,9025,9025,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
9030,9030,9030,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
9035,9035,9035,discuss,discuss,discuss,discuss,discuss,discuss,discuss
9040,9040,9040,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
9045,9045,9045,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
9050,9050,9050,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
