,Stance,solat,athene,uclmr,solat_tree,solat_deep,mix_solat_uclmr
7863,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7864,discuss,agree,agree,discuss,discuss,agree,discuss
7866,discuss,discuss,discuss,discuss,unrelated,discuss,discuss
7867,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
7868,agree,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
7869,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7871,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7872,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7873,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7874,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7876,disagree,agree,unrelated,unrelated,discuss,agree,discuss
7877,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7878,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7879,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7881,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7882,agree,discuss,discuss,discuss,discuss,agree,discuss
7883,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7884,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7886,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7887,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7888,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7889,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated
7891,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7892,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7893,agree,agree,discuss,discuss,agree,agree,discuss
7894,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7896,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7897,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7898,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7899,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7901,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7902,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7903,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7904,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7906,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7907,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7908,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7909,discuss,agree,discuss,agree,agree,agree,agree
7911,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7912,disagree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7913,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7914,unrelated,discuss,unrelated,discuss,discuss,agree,discuss
7916,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7917,agree,discuss,agree,agree,discuss,unrelated,agree
7918,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7919,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7921,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
7922,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7923,agree,discuss,discuss,agree,discuss,discuss,discuss
7924,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7926,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7927,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7928,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7929,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7931,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7932,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7933,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
7934,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7936,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7937,agree,agree,agree,agree,agree,unrelated,agree
7938,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7939,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7941,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7942,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7943,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7944,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7946,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
7947,agree,discuss,discuss,agree,discuss,agree,discuss
7948,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7949,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7951,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7952,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7953,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7954,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7956,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7957,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
7958,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7959,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7961,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7962,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7963,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated
7964,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
7966,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7967,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7968,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7969,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
7971,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7972,discuss,discuss,discuss,discuss,discuss,agree,discuss
7973,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7974,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
7976,unrelated,discuss,unrelated,unrelated,discuss,unrelated,unrelated
7977,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7978,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7979,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7981,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7982,unrelated,unrelated,disagree,unrelated,unrelated,agree,unrelated
7983,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7984,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7986,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7987,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7988,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7989,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7991,discuss,discuss,discuss,discuss,discuss,discuss,discuss
7992,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7993,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7994,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7996,discuss,discuss,discuss,discuss,discuss,agree,discuss
7997,discuss,discuss,discuss,discuss,discuss,agree,discuss
7998,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
7999,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8001,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8002,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8003,discuss,discuss,discuss,disagree,discuss,agree,discuss
8004,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8006,discuss,discuss,discuss,discuss,discuss,agree,discuss
8007,agree,agree,agree,agree,agree,agree,agree
8008,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8009,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8011,agree,agree,discuss,agree,discuss,agree,discuss
8012,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8013,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8014,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8016,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8017,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8018,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8019,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8021,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8022,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8023,agree,agree,discuss,discuss,agree,unrelated,agree
8024,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8026,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8027,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8028,discuss,discuss,agree,agree,discuss,agree,discuss
8029,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8031,discuss,agree,agree,discuss,agree,agree,agree
8032,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8033,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8034,agree,agree,discuss,discuss,discuss,agree,discuss
8036,agree,discuss,disagree,agree,discuss,discuss,discuss
8037,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8038,discuss,discuss,discuss,discuss,discuss,agree,discuss
8039,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8041,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8042,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8043,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8044,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8046,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8047,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8048,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8049,agree,agree,discuss,discuss,agree,agree,agree
8051,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8052,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
8053,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8054,discuss,agree,discuss,discuss,agree,agree,agree
8056,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8057,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8058,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8059,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8061,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8062,disagree,agree,unrelated,discuss,agree,agree,agree
8063,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8064,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8066,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8067,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8068,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8069,agree,agree,discuss,discuss,agree,agree,discuss
8071,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8072,agree,agree,agree,agree,agree,agree,agree
8073,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8074,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8076,discuss,discuss,agree,agree,discuss,discuss,discuss
8077,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8078,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8079,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8081,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8082,agree,discuss,agree,agree,discuss,discuss,agree
8083,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8084,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8086,disagree,agree,agree,agree,agree,disagree,agree
8087,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8088,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8089,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8091,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8092,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8093,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8094,discuss,discuss,unrelated,discuss,discuss,disagree,discuss
8096,agree,agree,discuss,agree,agree,agree,agree
8097,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8098,discuss,discuss,discuss,discuss,discuss,agree,discuss
8099,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8101,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8102,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8103,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8104,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8106,agree,agree,agree,agree,agree,unrelated,agree
8107,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8108,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8109,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8111,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8112,unrelated,discuss,unrelated,unrelated,discuss,discuss,unrelated
8113,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8114,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8116,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8117,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8118,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8119,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8121,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8122,discuss,agree,discuss,discuss,agree,unrelated,agree
8123,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8124,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8126,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8127,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8128,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8129,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8131,discuss,discuss,agree,agree,discuss,disagree,discuss
8132,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8133,discuss,discuss,discuss,discuss,discuss,discuss,discuss
8134,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8136,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8137,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8138,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8139,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8141,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8142,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8143,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8144,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8146,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8147,agree,agree,discuss,discuss,agree,agree,agree
8148,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
8149,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8151,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8152,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8153,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8154,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8156,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
8157,discuss,agree,discuss,discuss,agree,agree,agree
8158,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8159,discuss,discuss,discuss,discuss,discuss,agree,discuss
8161,unrelated,agree,unrelated,unrelated,agree,agree,unrelated
8162,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8163,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8164,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8166,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8167,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
8168,agree,discuss,discuss,discuss,discuss,agree,discuss
8169,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8171,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8172,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
8173,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
8174,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
